multiscale_std_dev_normals_signature	done	wbtools_oss	Multi-scale normal variation profile; NEW_ENHANCEMENT
geomorphons	done	wbtools_oss	Landform classification system
pennock_landform_classification	done	wbtools_oss	Pennock ecogeomorphic classification (7 types)
dem_void_filling	done	wbtools_pro	Interpolate missing DEM data
fill_missing_data	done	wbtools_oss	Alternative missing-data method
feature_preserving_smoothing	done	wbtools_oss	Smooth while preserving edges
find_ridges	done	wbtools_oss	Ridge feature extraction
map_off_terrain_objects	done	wbtools_oss	Identify non-terrain features (buildings, trees)
remove_off_terrain_objects	done	wbtools_oss	Filter non-terrain features
smooth_vegetation_residual	done	wbtools_pro	Vegetation removal smoothing
edge_density	done	wbtools_oss	Feature boundary density
breakline_mapping	done	wbtools_pro	Discontinuity detection
embankment_mapping	done	wbtools_oss	Embankment/terrace detection
principal_curvature_direction	done	wbtools_oss	Principal curvature orientation
convergence_index	done	wbtools_oss	Flow convergence metric
circular_variance_of_aspect	done	wbtools_oss	Aspect uniformity metric
average_normal_vector_angular_deviation	done	wbtools_oss	Normal vector variability
spherical_std_dev_of_normals	done	wbtools_oss	Spherical standard deviation of surface normals
unsphericity	done	wbtools_oss	Surface sphericity index
shape_index	done	wbtools_oss	Landform shape index (-1 to 1)
max_anisotropy_dev	done	wbtools_oss	Maximum directional variation
max_anisotropy_dev_signature	done	wbtools_oss	Anisotropy signature profile
max_branch_length	done	wbtools_oss	Longest branch from cell
hypsometric_analysis	done	wbtools_oss	Elevation distribution analysis
local_hypsometric_analysis	done	wbtools_pro	Local hypsometric analysis
hypsometrically_tinted_hillshade	done	wbtools_oss	Elevation-colored hillshade
low_points_on_headwater_divides	done	wbtools_pro	Drainage divide saddle detection
assess_route	done	wbtools_pro	Route quality/passability analysis
shadow_image	done	wbtools_pro	Aspect-based shadow rendering
shadow_animation	done	wbtools_pro	Animated multi-azimuth shadows
skyline_analysis	done	wbtools_pro	Skyline extraction from DEM
time_in_daylight	done	wbtools_oss	Sun exposure duration map
directional_relief	done	wbtools_oss	Aspect-specific relief
profile	done	wbtools_oss	Cross-section profile extraction
rotor	done	wbtools_oss	Rotational curvature metric
contours_from_raster	done	wbtools_oss	Vector contour lines from DEM
contours_from_points	done	wbtools_oss	Vector contours from point cloud
topo_render	done	wbtools_pro	Advanced terrain visualization
generating_function	done	wbtools_oss	Terrain generation function fitting
multidirectional_hillshade	done	wbtools_oss	Multi-direction composite hillshade
max_elev_dev_signature	done	wbtools_oss	Elevation deviation signature curve

---

GIS - RASTER OVERLAY & ANALYSIS (105 tools total: 102 legacy + 3 new)
Tool_Name	Status	Platform	Category	Notes	Python_Wrapper_Status
average_overlay	done	wbtools_oss	Overlay	Cell-by-cell average across rasters
count_if	done	wbtools_oss	Overlay	Count cells matching condition
highest_position	done	wbtools_oss	Overlay	Index of highest-value raster per cell
lowest_position	done	wbtools_oss	Overlay	Index of lowest-value raster per cell
max_absolute_overlay	done	wbtools_oss	Overlay	Maximum absolute value per cell
max_overlay	done	wbtools_oss	Overlay	Maximum value per cell
min_absolute_overlay	done	wbtools_oss	Overlay	Minimum absolute value per cell
min_overlay	done	wbtools_oss	Overlay	Minimum value per cell
multiply_overlay	done	wbtools_oss	Overlay	Cell-by-cell multiplication
percent_equal_to	done	wbtools_oss	Overlay	Percentage of cells equal to value
percent_greater_than	done	wbtools_oss	Overlay	Percentage of cells greater than value
percent_less_than	done	wbtools_oss	Overlay	Percentage of cells less than value
pick_from_list	done	wbtools_oss	Overlay	Select raster by index per cell
standard_deviation_overlay	done	wbtools_oss	Overlay	Cell-by-cell standard deviation
sum_overlay	done	wbtools_oss	Overlay	Cell-by-cell sum across rasters
weighted_overlay	done	wbtools_oss	Overlay	Weighted sum of rasters
weighted_sum	done	wbtools_oss	Overlay	Weighted raster combination
aggregate_raster	done	wbtools_oss	Aggregation	Reduce resolution by block aggregation
buffer_raster	done	wbtools_oss	Aggregation	Binary buffer around non-zero cells
centroid_raster	done	wbtools_oss	Aggregation	Patch centroid identification
clump	done	wbtools_oss	Aggregation	Group contiguous equal-valued cells
nibble	done	wbtools_pro	Analysis	Fills masked background cells using nearest-neighbour allocation	ported
create_plane	done	wbtools_oss	Synthesis	Create raster from planar equation
find_lowest_or_highest_points	done	wbtools_oss	Analysis	Extract extrema as vector points
heat_map	done	wbtools_oss	Interpolation	Kernel density estimation
hexagonal_grid_from_raster_base	done	wbtools_oss	Synthesis	Hexagonal grid on raster extent
hexagonal_grid_from_vector_base	done	wbtools_oss	Synthesis	Hexagonal grid on vector extent
idw_interpolation	done	wbtools_oss	Interpolation	Inverse-distance-weighted interpolation
layer_footprint_raster	done	wbtools_oss	Analysis	Raster layer footprint extraction
layer_footprint_vector	done	wbtools_oss	Analysis	Vector layer footprint extraction
map_features	done	wbtools_oss	Analysis	Feature-to-raster mapping
rectangular_grid_from_raster_base	done	wbtools_oss	Synthesis	Regular grid on raster extent
rectangular_grid_from_vector_base	done	wbtools_oss	Synthesis	Regular grid on vector extent
natural_neighbour_interpolation	done	wbtools_oss	Interpolation	Voronoi-based interpolation
nearest_neighbour_interpolation	done	wbtools_oss	Interpolation	Nearest-neighbor rasterization
modified_shepard_interpolation	done	wbtools_oss	Interpolation	Modified Shepard method (multiquadric RBF)
radial_basis_function_interpolation	done	wbtools_oss	Interpolation	RBF interpolation (thin-plate spline, polyharmonic, etc.)
raster_cell_assignment	done	wbtools_oss	Analysis	Cell-value assignment workflows
tin_interpolation	done	wbtools_oss	Interpolation	Triangulation-based interpolation
block_maximum	done	wbtools_oss	Aggregation	Block-wise maximum values
block_minimum	done	wbtools_oss	Aggregation	Block-wise minimum values
sieve	done	wbtools_pro	Analysis	Removes small raster patches using clump-area masking and nibble	ported
NEW_ENHANCEMENT_TOOL_1	done	wbtools_oss	(Category TBD)	NEW - Beyond legacy count (+1 tool)

---

HYDROLOGY (60 tools)
Tool_Name	Status	Platform	SubCategory	Notes	Python_Wrapper_Status
breach_depressions_least_cost	done	wbtools_oss	Depression_Removal	Optimal least-cost pit breach carving
breach_single_cell_pits	done	wbtools_oss	Depression_Removal	Single-cell feature removal
fill_depressions	done	wbtools_oss	Depression_Removal	Full depression fill to outlet spill elevation
fill_depressions_planchon_and_darboux	done	wbtools_oss	Depression_Removal	Planchon-Darboux multi-direction fill algorithm
fill_depressions_wang_and_liu	done	wbtools_oss	Depression_Removal	Wang-Liu priority-flood algorithm
fill_pits	done	wbtools_oss	Depression_Removal	Lightweight single-cell pit filling
d8_pointer	done	wbtools_oss	Flow_Direction	D8 steepest-descent pointer
d8_flow_accum	done	wbtools_oss	Flow_Accumulation	D8 single-direction flow accumulation
dinf_pointer	done	wbtools_oss	Flow_Direction	D-Infinity multiple-direction pointer
dinf_flow_accum	done	wbtools_oss	Flow_Accumulation	D-Infinity multiple-direction accumulation
fd8_pointer	done	wbtools_oss	Flow_Direction	Fully-distributed 8-direction pointer
fd8_flow_accum	done	wbtools_oss	Flow_Accumulation	FD8 multiple-direction accumulation
rho8_pointer	done	wbtools_oss	Flow_Direction	Rho8 stochastic pointer
rho8_flow_accum	done	wbtools_oss	Flow_Accumulation	Rho8 stochastic accumulation
mdinf_flow_accum	done	wbtools_oss	Flow_Accumulation	MD-Infinity triangular multiple-direction accumulation
qin_flow_accumulation	done	wbtools_oss	Flow_Accumulation	Qin gradient-dependent MFD accumulation
quinn_flow_accumulation	done	wbtools_oss	Flow_Accumulation	Quinn accumulation-dependent MFD
minimal_dispersion_flow_algorithm	done	wbtools_oss	Flow_Accumulation	Minimal dispersion combined direction+accumulation
flow_accum_full_workflow	done	wbtools_oss	Flow_Accumulation	Complete depression-removal + flow accumulation workflow
d8_mass_flux	done	wbtools_oss	Flow_Accumulation	D8 mass flux from mass-load raster
dinf_mass_flux	done	wbtools_oss	Flow_Accumulation	D-Infinity mass flux
find_noflow_cells	done	wbtools_oss	Diagnostics	Locate cells with no downstream direction
num_inflowing_neighbours	done	wbtools_oss	Diagnostics	Count upstream neighbors contributing to cell
find_parallel_flow	done	wbtools_oss	Diagnostics	Identify multi-directional flow cells
edge_contamination	done	wbtools_oss	Diagnostics	Detect edge-of-grid flow artifacts
flow_length_diff	done	wbtools_oss	Diagnostics	Compare flow-path lengths
downslope_flowpath_length	done	wbtools_oss	Diagnostics	Total downstream path length to outlet
max_upslope_flowpath_length	done	wbtools_oss	Diagnostics	Longest upstream tributary path
average_upslope_flowpath_length	done	wbtools_oss	Diagnostics	Mean upstream path length
elevation_above_stream	done	wbtools_oss	Diagnostics	Elevation distance to nearest stream
elevation_above_stream_euclidean	done	wbtools_oss	Diagnostics	Euclidean distance to nearest stream
downslope_distance_to_stream	done	wbtools_oss	Diagnostics	Flow-path distance to stream
average_flowpath_slope	done	wbtools_oss	Diagnostics	Mean slope along flow path
max_upslope_value	done	wbtools_oss	Diagnostics	Maximum value in upslope area
longest_flowpath	done	wbtools_oss	Diagnostics	Longest path from highest point to outlet
depth_to_water	done	wbtools_oss	Diagnostics	Vertical distance to water surface
fill_burn	done	wbtools_oss	Diagnostics	Stream burning and DEM conditioning
burn_streams_at_roads	done	wbtools_oss	Diagnostics	Road-stream interaction mapping
trace_downslope_flowpaths	done	wbtools_oss	Diagnostics	Flow-path tracing from points
flood_order	done	wbtools_oss	Diagnostics	Flood sequence ordering
insert_dams	done	wbtools_oss	Diagnostics	Dam insertion points for flow control
raise_walls	done	wbtools_oss	Diagnostics	Wall elevation for containment
topological_breach_burn	done	wbtools_oss	Diagnostics	Topology-aware stream conditioning
stochastic_depression_analysis	done	wbtools_oss	Diagnostics	Random depression characterization
unnest_basins	done	wbtools_oss	Diagnostics	Basin nesting analysis
upslope_depression_storage	done	wbtools_oss	Diagnostics	Depression water-holding capacity
flatten_lakes	done	wbtools_oss	Diagnostics	Flatten enclosed water bodies
hydrologic_connectivity	done	wbtools_oss	Diagnostics	Hydrologic flow connectivity
impoundment_size_index	done	wbtools_oss	Diagnostics	Water impoundment area index
depth_in_sink	done	wbtools_oss	Diagnostics	Depth in enclosed depressions
sink	done	wbtools_oss	Diagnostics	Sink/depression identification
basins	done	wbtools_oss	Watersheds	Complete drainage basins from D8 pointer
watershed_from_raster_pour_points	done	wbtools_oss	Watersheds	Watershed delineation from pour points
watershed	done	wbtools_oss	Watersheds	Watershed delineation (flow-based)
jenson_snap_pour_points	done	wbtools_oss	Watersheds	Jenson snap-to-stream algorithm
snap_pour_points	done	wbtools_oss	Watersheds	Snap outlet points to streams
subbasins	done	wbtools_oss	Watersheds	Sub-basin delineation
hillslopes	done	wbtools_oss	Watersheds	Hillslope feature extraction
strahler_order_basins	done	wbtools_oss	Watersheds	Strahler stream-order based basins
isobasins	done	wbtools_oss	Watersheds	Isocline-based basin isolation

---

REMOTE SENSING (82+ tools)
Tool_Name	Status	Platform	Category	Legacy_Equivalent	Notes	Python_Wrapper_Status
adaptive_filter	done	wbtools_oss	Filter	Yes	Adaptive edge-preserving filter
anisotropic_diffusion_filter	done	wbtools_oss	Filter	Yes	Anisotropic diffusion smoothing
balance_contrast_enhancement	done	wbtools_oss	Enhancement	Yes	Histogram balancing
bilateral_filter	done	wbtools_oss	Filter	Yes	Bilateral smoothing
canny_edge_detection	done	wbtools_oss	EdgeDetection	Yes	Canny edge detector
conservative_smoothing_filter	done	wbtools_oss	Filter	Yes	Conservative smoothing
change_vector_analysis	done	wbtools_oss	Analysis	Yes	Multi-temporal change detection
closing	done	wbtools_oss	Morphology	Yes	Morphological closing
corner_detection	done	wbtools_oss	EdgeDetection	Yes	Corner feature detection
correct_vignetting	done	wbtools_oss	Enhancement	Yes	Vignetting correction
create_colour_composite	done	wbtools_oss	ColorOps	Yes	RGB composite creation
diff_of_gaussians_filter	done	wbtools_oss	Filter	Yes	Difference-of-Gaussians filter
direct_decorrelation_stretch	done	wbtools_oss	Enhancement	Yes	Decorrelation stretch
diversity_filter	done	wbtools_oss	Filter	Yes	Diversity metric filter
edge_preserving_mean_filter	done	wbtools_oss	Filter	Yes	Edge-preserving mean filter
emboss_filter	done	wbtools_oss	Filter	Yes	Emboss effect
evaluate_training_sites	done	wbtools_oss	Classification	Yes	Training site validation
fast_almost_gaussian_filter	done	wbtools_oss	Filter	Yes	Approximate Gaussian filter (fast)
flip_image	done	wbtools_oss	Spatial	Yes	Image flip/rotation
frost_filter	done	wbtools_oss	Filter	Yes	Frost speckle filter (SAR)
frangi_filter	done	wbtools_oss	Filter	Yes	Frangi vessel-like structure filter
fuzzy_knn_classification	done	wbtools_oss	Classification	Yes	Fuzzy k-nearest neighbor
gabor_filter_bank	done	wbtools_oss	Filter	Yes	Gabor filter bank
generalize_classified_raster	done	wbtools_oss	Spatial	Yes	Raster class generalization
generalize_with_similarity	done	wbtools_oss	Spatial	Yes	Similarity-based generalization
gaussian_contrast_stretch	done	wbtools_oss	Enhancement	Yes	Gaussian contrast stretch
gaussian_filter	done	wbtools_oss	Filter	Yes	Gaussian smoothing
gamma_correction	done	wbtools_oss	Enhancement	Yes	Gamma radiometric correction
gamma_map_filter	done	wbtools_oss	Enhancement	Yes	Gamma mapping filter
guided_filter	done	wbtools_oss	Filter	Yes	Guided filter
high_pass_filter	done	wbtools_oss	Filter	Yes	High-pass filter
high_pass_bilateral_filter	done	wbtools_oss	Filter	Yes	High-pass bilateral filter
high_pass_median_filter	done	wbtools_oss	Filter	Yes	High-pass median filter
histogram_equalization	done	wbtools_oss	Enhancement	Yes	Histogram equalization
histogram_matching	done	wbtools_oss	Enhancement	Yes	Histogram matching (single image)
histogram_matching_two_images	done	wbtools_oss	Enhancement	Yes	Histogram matching (two images)
ihs_to_rgb	done	wbtools_oss	ColorOps	Yes	IHS to RGB color conversion
k_means_clustering	done	wbtools_oss	Classification	Yes	K-means unsupervised clustering
k_nearest_mean_filter	done	wbtools_oss	Filter	Yes	k-nearest mean filter
knn_classification	done	wbtools_oss	Classification	Yes	k-nearest neighbor classification
knn_regression	done	wbtools_oss	Regression	Yes	k-nearest neighbor regression
logistic_regression	done	wbtools_oss	Regression	Yes	Logistic regression classification
kuan_filter	done	wbtools_oss	Filter	Yes	Kuan speckle filter (SAR)
kuwahara_filter	done	wbtools_oss	Filter	Yes	Kuwahara edge-preserving filter
image_slider	done	wbtools_oss	Analysis	Yes	Multi-band image slider
image_segmentation	done	wbtools_oss	Spatial	Yes	Image segmentation/clustering
integral_image_transform	done	wbtools_oss	Analysis	Yes	Integral image computation
image_stack_profile	done	wbtools_oss	Analysis	Yes	Multi-band profile/transect
laplacian_filter	done	wbtools_oss	Filter	Yes	Laplacian edge detection
laplacian_of_gaussians_filter	done	wbtools_oss	Filter	Yes	Laplacian-of-Gaussians filter
lee_filter	done	wbtools_oss	Filter	Yes	Lee speckle filter (SAR)
line_detection_filter	done	wbtools_oss	Filter	Yes	Line detection filter
line_thinning	done	wbtools_oss	Morphology	Yes	Line feature thinning
majority_filter	done	wbtools_oss	Filter	Yes	Majority/mode filter
maximum_filter	done	wbtools_oss	Filter	Yes	Maximum filter (dilation)
mean_filter	done	wbtools_oss	Filter	Yes	Mean smoothing filter
median_filter	done	wbtools_oss	Filter	Yes	Median filter
min_max_contrast_stretch	done	wbtools_oss	Enhancement	Yes	Min-max contrast stretch
min_dist_classification	done	wbtools_oss	Classification	Yes	Minimum distance classification
minimum_filter	done	wbtools_oss	Filter	Yes	Minimum filter (erosion)
modified_k_means_clustering	done	wbtools_oss	Classification	Yes	Modified k-means iterative refinement
mosaic	done	wbtools_oss	Spatial	Yes	Tile mosaic assembly
mosaic_with_feathering	done	wbtools_oss	Spatial	Yes	Mosaic with feathering
non_local_means_filter	done	wbtools_oss	Filter	Yes	Non-local means denoising
nnd_classification	done	wbtools_oss	Classification	Yes	Nearest-neighbor density classification
normalized_difference_index	done	wbtools_oss	Analysis	Yes	Vegetation/spectral index calculation
opening	done	wbtools_oss	Morphology	Yes	Morphological opening
olympic_filter	done	wbtools_oss	Filter	Yes	Olympic filter (exclusion statistics)
otsu_thresholding	done	wbtools_oss	Enhancement	Yes	Otsu automatic thresholding
panchromatic_sharpening	done	wbtools_oss	Enhancement	Yes	Pan-sharpening fusion
parallelepiped_classification	done	wbtools_oss	Classification	Yes	Parallelepiped classification
percentage_contrast_stretch	done	wbtools_oss	Enhancement	Yes	Percentage contrast stretch
piecewise_contrast_stretch	done	wbtools_oss	Enhancement	Yes	Piecewise contrast stretch
percentile_filter	done	wbtools_oss	Filter	Yes	Percentile filter
prewitt_filter	done	wbtools_oss	Filter	Yes	Prewitt edge detection
random_forest_classification	done	wbtools_oss	Classification	Yes	Random forest classification
random_forest_classification_fit	done	wbtools_oss	Classification	Yes	Random forest model fitting
random_forest_classification_predict	done	wbtools_oss	Classification	Yes	Random forest prediction
random_forest_regression	done	wbtools_oss	Regression	Yes	Random forest regression
random_forest_regression_fit	done	wbtools_oss	Regression	Yes	Random forest regression fitting
random_forest_regression_predict	done	wbtools_oss	Regression	Yes	Random forest regression prediction
range_filter	done	wbtools_oss	Filter	Yes	Range (max-min) filter
rgb_to_ihs	done	wbtools_oss	ColorOps	Yes	RGB to IHS color conversion
remove_spurs	done	wbtools_oss	Morphology	Yes	Spur removal from lines
roberts_cross_filter	done	wbtools_oss	Filter	Yes	Roberts cross edge detection
resample	done	wbtools_oss	Spatial	Yes	Image resampling
savitzky_golay_2d_filter	done	wbtools_oss	Filter	Yes	Savitzky-Golay 2D filter
scharr_filter	done	wbtools_oss	Filter	Yes	Scharr edge detection
sigmoidal_contrast_stretch	done	wbtools_oss	Enhancement	Yes	Sigmoidal contrast stretch
sobel_filter	done	wbtools_oss	Filter	Yes	Sobel edge detection
split_colour_composite	done	wbtools_oss	ColorOps	Yes	RGB color decomposition
standard_deviation_contrast_stretch	done	wbtools_oss	Enhancement	Yes	Std-dev contrast stretch
standard_deviation_filter	done	wbtools_oss	Filter	Yes	Standard deviation filter
svm_classification	done	wbtools_oss	Classification	Yes	Support vector machine classification
svm_regression	done	wbtools_oss	Regression	Yes	Support vector machine regression
thicken_raster_line	done	wbtools_oss	Morphology	Yes	Raster line thickening
total_filter	done	wbtools_oss	Filter	Yes	Total filter (combined gradient)
tophat_transform	done	wbtools_oss	Morphology	Yes	Top-hat morphological transform
unsharp_masking	done	wbtools_oss	Enhancement	Yes	Unsharp masking sharpening
user_defined_weights_filter	done	wbtools_oss	Filter	Yes	Custom convolution filter
wiener_filter	done	wbtools_oss	Filter	Yes	Wiener filter
write_function_memory_insertion	done	wbtools_oss	Analysis	Yes	(Specialized analysis tool)

---

LIDAR PROCESSING (64 active + 1 dormant)
Tool_Name	Status	Platform	Phase	Notes	Python_Wrapper_Status
lidar_nearest_neighbour_gridding	done	wbtools_oss	Phase1_Interp	Nearest-neighbor point sampling
lidar_idw_interpolation	done	wbtools_oss	Phase1_Interp	Inverse-distance-weighted interpolation
lidar_tin_gridding	done	wbtools_oss	Phase1_Interp	Delaunay TIN with barycentric interpolation
lidar_radial_basis_function_interpolation	done	wbtools_oss	Phase1_Interp	RBF (thin-plate spline, polyharmonic, etc.)
lidar_sibson_interpolation	done	wbtools_oss	Phase1_Interp	Sibson/Voronoi natural-neighbor interpolation
lidar_block_maximum	done	wbtools_oss	Phase1_Block	Block-wise maximum elevation
lidar_block_minimum	done	wbtools_oss	Phase1_Block	Block-wise minimum elevation
lidar_point_density	done	wbtools_oss	Phase1_Grid	Point density gridding
lidar_digital_surface_model	done	wbtools_oss	Phase1_Grid	DSM from point cloud
lidar_hillshade	done	wbtools_oss	Phase1_Grid	Shaded relief from LiDAR
